Orden,Intento,Cliente,DNI,Edad,Telefono,Departamento,Provincia,Distrito,Direccion,Asesor,Decos,Repetidores,Fecha_Registro,Fecha_Evaluacion_BO,Estado_BO,Motivo_Rechazo,Fecha_Programada,Fecha_Real_Instalacion,Estado_Final_Orden
ORD-011335,1,Fiorella Castro Mendoza,28016020,20,960163723,Lambayeque,Chiclayo,Chiclayo,"Ca. Balta Nro. 1413, Chiclayo",Asesor - Carlos Ruiz,2,2,2025-03-12 17:11:00,2025-03-12 20:11:00,Aprobado,,2025-03-14,2025-03-14,Instalado
ORD-011336,1,Carlos Perez Perez,30766393,63,910134038,Lambayeque,Chiclayo,Eten,"Urb. Patios del Norte Mz. E Lte. 4, Eten",Asesor - Ana Paredes,1,1,2025-03-12 17:49:00,2025-03-12 19:49:00,Aprobado,,2025-03-14,2025-03-14,Instalado
ORD-011337,1,Jose Lopez Torres,52520240,55,985440873,Lambayeque,Chiclayo,Pomalca,"Jr. Pedro Cieza Nro. 1107, Pomalca",Asesor - Ana Paredes,3,0,2025-03-12 15:47:00,2025-03-12 16:47:00,Aprobado,,2025-03-14,2025-03-14,Instalado
ORD-011338,1,Jorge Rojas Gomez,26144663,32,997779220,Lambayeque,Chiclayo,Monsefú,"Pje. Balta Nro. 1571, Monsefú",Asesor - Jorge Silva,1,0,2025-03-12 09:05:00,2025-03-12 11:05:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-011338,2,Jorge Rojas Gomez,26144663,32,997779220,Lambayeque,Chiclayo,Monsefú,"Pje. Balta Nro. 1571, Monsefú",Asesor - Jorge Silva,1,0,2025-03-13 00:05:00,2025-03-13 02:05:00,Aprobado (Recuperado),,2025-03-15,2025-03-15,Instalado (Recuperado)
ORD-011339,1,Carmen Garcia Martinez,65157603,26,975378182,Lambayeque,Chiclayo,Puerto Eten,"Urb. La Primavera Mz. A Lte. 30, Puerto Eten",Asesor - Carlos Ruiz,0,0,2025-03-12 15:26:00,2025-03-12 16:26:00,Aprobado,,2025-03-14,2025-03-14,Instalado
ORD-011340,1,Luis Torres Sanchez,67204326,66,920483217,Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro,"Pje. Salaverry Nro. 1393, Manuel Antonio Mesones Muro",Asesor - Jorge Silva,1,0,2025-03-13 11:21:00,2025-03-13 14:21:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-011340,2,Luis Torres Sanchez,67204326,66,920483217,Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro,"Pje. Salaverry Nro. 1393, Manuel Antonio Mesones Muro",Asesor - Jorge Silva,1,0,2025-03-14 09:21:00,2025-03-14 12:21:00,Aprobado (Recuperado),,2025-03-16,2025-03-16,Instalado (Recuperado)
ORD-011341,1,Carlos Vargas Lopez,66911645,64,961211031,Lambayeque,Chiclayo,Puerto Eten,"A.H. Diego Ferré Mz. L Lte. 27, Puerto Eten",Asesor - Maria Mendoza,1,1,2025-03-13 17:39:00,2025-03-13 20:39:00,Devuelto a Correccion,Dirección Incorrecta / Incompleta,,,En Proceso
ORD-011341,2,Carlos Vargas Lopez,66911645,64,961211031,Lambayeque,Chiclayo,Puerto Eten,"A.H. Diego Ferré Mz. L Lte. 27, Puerto Eten",Asesor - Maria Mendoza,1,1,2025-03-14 06:39:00,2025-03-14 08:39:00,Aprobado (Recuperado),,2025-03-16,2025-03-16,Instalado (Recuperado)
ORD-011342,1,Jose Rojas Romero,40576948,20,951808071,Lambayeque,Chiclayo,Pátapo,"Urb. La Primavera Mz. M Lte. 26, Pátapo",Asesor - Maria Mendoza,0,1,2025-03-13 14:06:00,2025-03-13 15:06:00,Aprobado,,2025-03-15,2025-03-15,Instalado
ORD-011343,1,Carmen Perez Gomez,25126538,57,976761710,Lambayeque,Lambayeque,Íllimo,"A.H. UPIS Belén Mz. E Lte. 2, Íllimo",Asesor - Carlos Ruiz,1,0,2025-03-13 15:43:00,2025-03-13 19:43:00,Devuelto a Correccion,Dirección Incorrecta / Incompleta,,,En Proceso
ORD-011343,2,Carmen Perez Gomez,25126538,57,976761710,Lambayeque,Lambayeque,Íllimo,"A.H. UPIS Belén Mz. E Lte. 2, Íllimo",Asesor - Carlos Ruiz,1,0,2025-03-13 22:43:00,2025-03-13 23:43:00,Aprobado (Recuperado),,2025-03-15,2025-03-15,Instalado (Recuperado)
ORD-011344,1,Diego Garcia Gomez,47580086,60,914729424,Lambayeque,Lambayeque,Jayanca,"A.H. Urrunaga Mz. M Lte. 20, Jayanca",Asesor - Luis Delgado,1,0,2025-03-13 16:51:00,2025-03-13 20:51:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-011345,1,Lucia Perez Mendoza,31430177,69,954033534,Lambayeque,Chiclayo,Pomalca,"Urb. San Eduardo Mz. L Lte. 12, Pomalca",Asesor - Carlos Ruiz,1,1,2025-03-13 08:31:00,2025-03-13 10:31:00,Aprobado,,2025-03-15,2025-03-15,Instalado
ORD-011346,1,Sofia Rojas Lopez,61403153,20,986496576,Lambayeque,Chiclayo,Chiclayo,"Urb. San Eduardo Mz. C Lte. 28, Chiclayo",Asesor - Luis Delgado,1,1,2025-03-13 13:24:00,2025-03-13 14:24:00,Aprobado,,2025-03-15,2025-03-15,Instalado
ORD-011347,1,Jorge Sanchez Sanchez,24964209,32,913581028,Lambayeque,Chiclayo,Pomalca,"Jr. Arequipa Nro. 1447, Pomalca",Asesor - Maria Mendoza,0,1,2025-03-13 14:51:00,2025-03-13 15:51:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-011347,2,Jorge Sanchez Sanchez,24964209,32,913581028,Lambayeque,Chiclayo,Pomalca,"Jr. Arequipa Nro. 1447, Pomalca",Asesor - Maria Mendoza,0,1,2025-03-14 05:51:00,2025-03-14 06:51:00,Aprobado (Recuperado),,2025-03-16,2025-03-16,Instalado (Recuperado)
ORD-011348,1,Patricia Rojas Garcia,60847479,67,989769853,Lambayeque,Chiclayo,Pomalca,"Jr. Salaverry Nro. 177, Pomalca",Asesor - Jorge Silva,2,1,2025-03-13 10:17:00,2025-03-13 14:17:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-011349,1,Javier Martinez Rodriguez,29889433,73,979695138,Lambayeque,Chiclayo,Monsefú,"Urb. Federico Villarreal Mz. J Lte. 20, Monsefú",Asesor - Jorge Silva,1,0,2025-03-13 09:21:00,2025-03-13 12:21:00,Aprobado,,2025-03-15,2025-03-15,Instalado
ORD-011350,1,Patricia Rodriguez Vargas,70232978,47,927130286,Lambayeque,Chiclayo,José Leonardo Ortiz,"Urb. San Juan Mz. F Lte. 2, José Leonardo Ortiz",Asesor - Carlos Ruiz,1,1,2025-03-13 09:35:00,2025-03-13 10:35:00,Aprobado,,2025-03-15,2025-03-15,Instalado
ORD-011351,1,Rosa Lopez Torres,14938329,59,995281333,Lambayeque,Chiclayo,Chiclayo,"Jr. Bolognesi Nro. 1421, Chiclayo",Asesor - Ana Paredes,2,1,2025-03-13 12:27:00,2025-03-13 14:27:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-011352,1,Manuel Flores Lopez,61802453,72,963249746,Lambayeque,Chiclayo,Santa Rosa,"A.H. Diego Ferré Mz. H Lte. 12, Santa Rosa",Asesor - Jorge Silva,2,1,2025-03-13 08:14:00,2025-03-13 09:14:00,Aprobado,,2025-03-15,2025-03-15,Instalado
ORD-011353,1,Jose Vasquez Flores,34319846,61,943587394,Lambayeque,Lambayeque,Jayanca,"Jr. Los Incas Nro. 2252, Jayanca",Asesor - Jorge Silva,1,2,2025-03-13 13:59:00,2025-03-13 14:59:00,Aprobado,,2025-03-15,2025-03-15,Instalado
ORD-011354,1,Christian Torres Garcia,41604079,25,911677419,Lambayeque,Chiclayo,Eten,"A.H. Urrunaga Mz. L Lte. 22, Eten",Asesor - Sofia Castro,1,1,2025-03-13 18:22:00,2025-03-13 19:22:00,Aprobado,,2025-03-15,2025-03-15,Instalado
ORD-011355,1,Pedro Flores Perez,11083191,56,944292560,Lambayeque,Chiclayo,Pomalca,"Jr. Arequipa Nro. 701, Pomalca",Asesor - Carlos Ruiz,3,0,2025-03-13 17:34:00,2025-03-13 19:34:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-011356,1,Fiorella Perez Torres,53550385,44,942987638,Lambayeque,Chiclayo,Pomalca,"Urb. San Juan Mz. H Lte. 19, Pomalca",Asesor - Luis Delgado,3,1,2025-03-13 15:39:00,2025-03-13 17:39:00,Aprobado,,2025-03-15,2025-03-15,Instalado
ORD-011357,1,Jose Sanchez Vargas,68005661,36,919306065,Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro,"Av. Luis Gonzales Nro. 983, Manuel Antonio Mesones Muro",Asesor - Jorge Silva,0,0,2025-03-13 08:13:00,2025-03-13 12:13:00,Aprobado,,2025-03-15,2025-03-15,Instalado
ORD-011358,1,Fiorella Diaz Rojas,69742553,48,975846170,Lambayeque,Chiclayo,José Leonardo Ortiz,"Av. Salaverry Nro. 1969, José Leonardo Ortiz",Asesor - Carlos Ruiz,1,1,2025-03-13 15:36:00,2025-03-13 16:36:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-011358,2,Fiorella Diaz Rojas,69742553,48,975846170,Lambayeque,Chiclayo,José Leonardo Ortiz,"Av. Salaverry Nro. 1969, José Leonardo Ortiz",Asesor - Carlos Ruiz,1,1,2025-03-14 11:36:00,2025-03-14 13:36:00,Aprobado (Recuperado),,2025-03-16,2025-03-16,Instalado (Recuperado)
ORD-011359,1,Elena Mendoza Castro,70257733,36,950389829,Lambayeque,Chiclayo,Monsefú,"Jr. Bolognesi Nro. 1880, Monsefú",Asesor - Sofia Castro,1,0,2025-03-13 12:44:00,2025-03-13 14:44:00,Aprobado,,2025-03-15,2025-03-15,Instalado
ORD-011360,1,Maria Vasquez Gomez,45636213,28,953138569,Lambayeque,Chiclayo,Reque,"Av. Sican Nro. 238, Reque",Asesor - Sofia Castro,1,1,2025-03-14 12:26:00,2025-03-14 13:26:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-011361,1,Carmen Vasquez Martinez,66616073,66,992626361,Lambayeque,Lambayeque,Jayanca,"A.H. Primero de Mayo Mz. C Lte. 22, Jayanca",Asesor - Sofia Castro,2,1,2025-03-14 18:50:00,2025-03-14 20:50:00,Aprobado,,2025-03-16,2025-03-16,Instalado
ORD-011362,1,Fernando Gomez Torres,66481138,45,956492994,Lambayeque,Ferreñafe,Pueblo Nuevo,"Pje. Pedro Cieza Nro. 142, Pueblo Nuevo",Asesor - Jorge Silva,2,0,2025-03-14 08:27:00,2025-03-14 10:27:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-011363,1,Lucia Castro Vasquez,73204341,67,961139357,Lambayeque,Chiclayo,Santa Rosa,"Av. Huamachuco Nro. 1478, Santa Rosa",Asesor - Ana Paredes,1,1,2025-03-14 08:36:00,2025-03-14 11:36:00,Aprobado,,2025-03-16,2025-03-16,Instalado
ORD-011364,1,Sofia Castro Perez,77784748,48,932546516,Lambayeque,Chiclayo,Eten,"Jr. Sican Nro. 1952, Eten",Asesor - Maria Mendoza,2,1,2025-03-14 14:01:00,2025-03-14 15:01:00,Aprobado,,2025-03-16,2025-03-16,Instalado
ORD-011365,1,Fernando Vasquez Castro,57430343,48,923926889,Lambayeque,Chiclayo,Monsefú,"Urb. San Juan Mz. M Lte. 10, Monsefú",Asesor - Carlos Ruiz,1,0,2025-03-14 12:44:00,2025-03-14 13:44:00,Aprobado,,2025-03-16,2025-03-16,Instalado
ORD-011366,1,Carlos Mendoza Flores,63587820,69,910031035,Lambayeque,Chiclayo,Reque,"Pje. Unión Nro. 271, Reque",Asesor - Jorge Silva,1,1,2025-03-14 16:06:00,2025-03-14 19:06:00,Aprobado,,2025-03-16,2025-03-16,Instalado
ORD-011367,1,Luis Castro Perez,25297061,45,937212480,Lambayeque,Chiclayo,Santa Rosa,"A.H. Cruz del Médano Mz. M Lte. 6, Santa Rosa",Asesor - Jorge Silva,1,1,2025-03-14 14:29:00,2025-03-14 15:29:00,Aprobado,,2025-03-16,2025-03-16,Instalado
ORD-011368,1,Javier Vargas Torres,74553338,47,914442007,Lambayeque,Chiclayo,Pimentel,"Pje. Pedro Cieza Nro. 1272, Pimentel",Asesor - Sofia Castro,1,2,2025-03-14 18:04:00,2025-03-14 19:04:00,Aprobado,,2025-03-16,2025-03-16,Instalado
ORD-011369,1,Fernando Lopez Vasquez,65753320,31,995639047,Lambayeque,Lambayeque,Mochumí,"Urb. Las Brisas Mz. A Lte. 30, Mochumí",Asesor - Luis Delgado,1,2,2025-03-15 08:13:00,2025-03-15 12:13:00,Aprobado,,2025-03-17,2025-03-17,Instalado
ORD-011370,1,Luis Romero Mendoza,15481874,47,956002252,Lambayeque,Chiclayo,Monsefú,"Av. Sáenz Peña Nro. 441, Monsefú",Asesor - Jorge Silva,1,2,2025-03-15 09:57:00,2025-03-15 10:57:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-011370,2,Luis Romero Mendoza,15481874,47,956002252,Lambayeque,Chiclayo,Monsefú,"Av. Sáenz Peña Nro. 441, Monsefú",Asesor - Jorge Silva,1,2,2025-03-15 16:57:00,2025-03-15 17:57:00,Aprobado (Recuperado),,2025-03-17,2025-03-17,Instalado (Recuperado)
ORD-011371,1,Pedro Gomez Vasquez,10208294,40,973826581,Lambayeque,Chiclayo,Eten,"Pje. Sáenz Peña Nro. 1640, Eten",Asesor - Sofia Castro,1,1,2025-03-15 12:45:00,2025-03-15 16:45:00,Aprobado,,2025-03-17,2025-03-17,Instalado
ORD-011372,1,Carlos Romero Perez,19466626,47,972042479,Lambayeque,Lambayeque,Olmos,"Pje. Sican Nro. 521, Olmos",Asesor - Jorge Silva,1,0,2025-03-15 18:52:00,2025-03-15 19:52:00,Aprobado,,2025-03-17,2025-03-17,Instalado
ORD-011373,1,Ana Rodriguez Rodriguez,62940809,54,968902105,Lambayeque,Chiclayo,Monsefú,"A.H. San Antonio Mz. A Lte. 9, Monsefú",Asesor - Sofia Castro,2,0,2025-03-15 09:40:00,2025-03-15 13:40:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-011373,2,Ana Rodriguez Rodriguez,62940809,54,968902105,Lambayeque,Chiclayo,Monsefú,"A.H. San Antonio Mz. A Lte. 9, Monsefú",Asesor - Sofia Castro,2,0,2025-03-16 01:40:00,2025-03-16 02:40:00,Rechazado Definitivo,No Subsano Correccion / Cliente Desistio,,,Cancelado/Rechazado
ORD-011374,1,Elena Sanchez Vargas,28403578,56,954020800,Lambayeque,Chiclayo,Santa Rosa,"Ca. Huamachuco Nro. 1627, Santa Rosa",Asesor - Sofia Castro,2,0,2025-03-15 14:41:00,2025-03-15 17:41:00,Aprobado,,2025-03-17,2025-03-17,Instalado
ORD-011375,1,Luis Rodriguez Vargas,75081822,72,937317551,Lambayeque,Chiclayo,Pomalca,"Jr. Balta Nro. 1671, Pomalca",Asesor - Maria Mendoza,2,2,2025-03-15 17:42:00,2025-03-15 19:42:00,Aprobado,,2025-03-17,2025-03-17,Instalado
ORD-011376,1,Jose Martinez Diaz,14968789,57,988084441,Lambayeque,Chiclayo,Pomalca,"Jr. Balta Nro. 1275, Pomalca",Asesor - Luis Delgado,1,2,2025-03-15 08:42:00,2025-03-15 10:42:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-011376,2,Jose Martinez Diaz,14968789,57,988084441,Lambayeque,Chiclayo,Pomalca,"Jr. Balta Nro. 1275, Pomalca",Asesor - Luis Delgado,1,2,2025-03-15 14:42:00,2025-03-15 16:42:00,Aprobado (Recuperado),,2025-03-17,2025-03-17,Instalado (Recuperado)
ORD-011377,1,Maria Diaz Mendoza,59089183,47,959952661,Lambayeque,Chiclayo,Pomalca,"Urb. Federico Villarreal Mz. A Lte. 27, Pomalca",Asesor - Ana Paredes,2,1,2025-03-15 16:15:00,2025-03-15 18:15:00,Aprobado,,2025-03-17,2025-03-17,Instalado
ORD-011378,1,Diego Vargas Diaz,23472085,33,910469867,Lambayeque,Chiclayo,Pomalca,"Jr. Bolognesi Nro. 1579, Pomalca",Asesor - Sofia Castro,3,1,2025-03-16 16:32:00,2025-03-16 20:32:00,Aprobado,,2025-03-18,2025-03-18,Instalado
ORD-011379,1,Manuel Vasquez Rodriguez,62686965,69,985833085,Lambayeque,Chiclayo,Monsefú,"Urb. Federico Villarreal Mz. H Lte. 26, Monsefú",Asesor - Sofia Castro,1,1,2025-03-16 08:33:00,2025-03-16 12:33:00,Devuelto a Correccion,Dirección Incorrecta / Incompleta,,,En Proceso
ORD-011379,2,Manuel Vasquez Rodriguez,62686965,69,985833085,Lambayeque,Chiclayo,Monsefú,"Urb. Federico Villarreal Mz. H Lte. 26, Monsefú",Asesor - Sofia Castro,1,1,2025-03-17 06:33:00,2025-03-17 09:33:00,Rechazado Definitivo,No Subsano Correccion / Cliente Desistio,,,Cancelado/Rechazado
ORD-011380,1,Ana Garcia Castro,27355233,49,995715094,Lambayeque,Ferreñafe,Ferreñafe,"Urb. La Primavera Mz. F Lte. 10, Ferreñafe",Asesor - Ana Paredes,1,1,2025-03-16 17:33:00,2025-03-16 18:33:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-011380,2,Ana Garcia Castro,27355233,49,995715094,Lambayeque,Ferreñafe,Ferreñafe,"Urb. La Primavera Mz. F Lte. 10, Ferreñafe",Asesor - Ana Paredes,1,1,2025-03-16 23:33:00,2025-03-17 01:33:00,Aprobado (Recuperado),,2025-03-19,2025-03-19,Instalado (Recuperado)
ORD-011381,1,Katia Perez Gomez,41070544,41,987706793,Lambayeque,Chiclayo,José Leonardo Ortiz,"Urb. Las Brisas Mz. F Lte. 24, José Leonardo Ortiz",Asesor - Maria Mendoza,1,2,2025-03-16 13:15:00,2025-03-16 14:15:00,Aprobado,,2025-03-18,2025-03-18,Instalado
ORD-011382,1,Jose Romero Mendoza,78102579,30,929257740,Lambayeque,Lambayeque,Jayanca,"Pje. Grau Nro. 1590, Jayanca",Asesor - Luis Delgado,0,1,2025-03-16 18:39:00,2025-03-16 20:39:00,Aprobado,,2025-03-18,2025-03-18,Instalado
ORD-011383,1,Luis Perez Rodriguez,68909601,23,993670140,Lambayeque,Chiclayo,Reque,"Pje. Unión Nro. 1160, Reque",Asesor - Jorge Silva,1,1,2025-03-16 16:47:00,2025-03-16 20:47:00,Aprobado,,2025-03-18,2025-03-18,Instalado
ORD-011384,1,Javier Castro Sanchez,15336787,43,925878195,Lambayeque,Chiclayo,Monsefú,"Pje. Sican Nro. 1860, Monsefú",Asesor - Carlos Ruiz,2,1,2025-03-16 09:17:00,2025-03-16 12:17:00,Aprobado,,2025-03-18,2025-03-18,Instalado
ORD-011385,1,Patricia Torres Romero,53921874,57,935805286,Lambayeque,Chiclayo,Puerto Eten,"Pje. Sáenz Peña Nro. 2340, Puerto Eten",Asesor - Maria Mendoza,3,2,2025-03-16 11:30:00,2025-03-16 14:30:00,Aprobado,,2025-03-18,2025-03-18,Instalado
ORD-011386,1,Maria Vasquez Vasquez,38645228,75,931949560,Lambayeque,Chiclayo,Reque,"Jr. Sáenz Peña Nro. 1637, Reque",Asesor - Luis Delgado,2,1,2025-03-16 13:08:00,2025-03-16 15:08:00,Aprobado,,2025-03-18,2025-03-18,Instalado
ORD-011387,1,Fernando Mendoza Perez,58636720,21,997725436,Lambayeque,Chiclayo,Monsefú,"Ca. Grau Nro. 2142, Monsefú",Asesor - Sofia Castro,1,0,2025-03-16 13:20:00,2025-03-16 16:20:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-011388,1,Carlos Lopez Flores,24489340,20,928909161,Lambayeque,Chiclayo,Pimentel,"Av. Sáenz Peña Nro. 1715, Pimentel",Asesor - Jorge Silva,1,0,2025-03-16 18:23:00,2025-03-16 21:23:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-011389,1,Luis Castro Torres,67492802,65,948338112,Lambayeque,Chiclayo,Pomalca,"Jr. Huamachuco Nro. 204, Pomalca",Asesor - Sofia Castro,1,1,2025-03-16 18:45:00,2025-03-16 20:45:00,Devuelto a Correccion,Dirección Incorrecta / Incompleta,,,En Proceso
ORD-011389,2,Luis Castro Torres,67492802,65,948338112,Lambayeque,Chiclayo,Pomalca,"Jr. Huamachuco Nro. 204, Pomalca",Asesor - Sofia Castro,1,1,2025-03-17 18:45:00,2025-03-17 20:45:00,Aprobado (Recuperado),,2025-03-19,2025-03-19,Instalado (Recuperado)
ORD-011390,1,Katia Romero Vasquez,72035786,55,920932250,Lambayeque,Lambayeque,Olmos,"Av. Sáenz Peña Nro. 197, Olmos",Asesor - Jorge Silva,1,1,2025-03-16 13:03:00,2025-03-16 14:03:00,Aprobado,,2025-03-18,2025-03-18,Instalado
ORD-011391,1,Diego Diaz Sanchez,24949653,18,959658938,Lambayeque,Chiclayo,José Leonardo Ortiz,"Ca. Balta Nro. 2108, José Leonardo Ortiz",Asesor - Maria Mendoza,2,0,2025-03-16 08:33:00,2025-03-16 10:33:00,Aprobado,,2025-03-18,2025-03-18,Instalado
ORD-011392,1,Rosa Garcia Rodriguez,54816830,42,933972891,Lambayeque,Chiclayo,Pimentel,"A.H. Urrunaga Mz. K Lte. 30, Pimentel",Asesor - Maria Mendoza,2,0,2025-03-16 08:31:00,2025-03-16 09:31:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-011392,2,Rosa Garcia Rodriguez,54816830,42,933972891,Lambayeque,Chiclayo,Pimentel,"A.H. Urrunaga Mz. K Lte. 30, Pimentel",Asesor - Maria Mendoza,2,0,2025-03-16 22:31:00,2025-03-16 23:31:00,Aprobado (Recuperado),,2025-03-18,2025-03-18,Instalado (Recuperado)
ORD-011393,1,Fiorella Torres Torres,24396310,28,995061235,Lambayeque,Chiclayo,Puerto Eten,"Jr. Arequipa Nro. 1547, Puerto Eten",Asesor - Luis Delgado,1,1,2025-03-16 09:59:00,2025-03-16 10:59:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-011393,2,Fiorella Torres Torres,24396310,28,995061235,Lambayeque,Chiclayo,Puerto Eten,"Jr. Arequipa Nro. 1547, Puerto Eten",Asesor - Luis Delgado,1,1,2025-03-17 07:59:00,2025-03-17 08:59:00,Aprobado (Recuperado),,2025-03-19,2025-03-19,Instalado (Recuperado)
ORD-011394,1,Diego Castro Martinez,54376118,22,989001880,Lambayeque,Chiclayo,Reque,"Ca. Los Incas Nro. 1745, Reque",Asesor - Jorge Silva,1,2,2025-03-16 14:04:00,2025-03-16 16:04:00,Aprobado,,2025-03-18,2025-03-18,Instalado
ORD-011395,1,Katia Romero Torres,24917224,66,952304571,Lambayeque,Chiclayo,Chiclayo,"Urb. La Primavera Mz. I Lte. 19, Chiclayo",Asesor - Jorge Silva,3,0,2025-03-16 16:03:00,2025-03-16 17:03:00,Aprobado,,2025-03-18,2025-03-18,Instalado
ORD-011396,1,Fiorella Garcia Martinez,27097912,64,961947148,Lambayeque,Chiclayo,Puerto Eten,"Jr. Luis Gonzales Nro. 302, Puerto Eten",Asesor - Jorge Silva,0,1,2025-03-16 10:52:00,2025-03-16 13:52:00,Aprobado,,2025-03-18,2025-03-18,Instalado
ORD-011397,1,Patricia Rojas Rojas,61590426,62,951508171,Lambayeque,Chiclayo,Pimentel,"Pje. Chinchaysuyo Nro. 1269, Pimentel",Asesor - Jorge Silva,3,0,2025-03-16 13:24:00,2025-03-16 17:24:00,Aprobado,,2025-03-18,2025-03-18,Instalado
ORD-011398,1,Diego Romero Vasquez,32489372,62,984910377,Lambayeque,Chiclayo,Eten,"Jr. Los Incas Nro. 1315, Eten",Asesor - Carlos Ruiz,2,0,2025-03-17 09:06:00,2025-03-17 10:06:00,Aprobado,,2025-03-19,2025-03-19,Instalado
ORD-011399,1,Ana Torres Sanchez,41888594,58,921707223,Lambayeque,Chiclayo,Pimentel,"Ca. Chinchaysuyo Nro. 465, Pimentel",Asesor - Carlos Ruiz,1,0,2025-03-17 12:05:00,2025-03-17 14:05:00,Aprobado,,2025-03-19,2025-03-19,Instalado
ORD-011400,1,Sofia Romero Castro,18882427,43,940502694,Lambayeque,Chiclayo,Chiclayo,"Jr. Sican Nro. 587, Chiclayo",Asesor - Luis Delgado,1,1,2025-03-17 18:59:00,2025-03-17 22:59:00,Aprobado,,2025-03-19,2025-03-19,Instalado
ORD-011401,1,Carmen Torres Martinez,34123199,53,925117399,Lambayeque,Ferreñafe,Pueblo Nuevo,"Urb. Las Brisas Mz. E Lte. 9, Pueblo Nuevo",Asesor - Jorge Silva,1,2,2025-03-17 09:42:00,2025-03-17 13:42:00,Aprobado,,2025-03-19,2025-03-19,Instalado
ORD-011402,1,Maria Gomez Martinez,47440996,65,934096246,Lambayeque,Chiclayo,José Leonardo Ortiz,"Urb. Los Parques Mz. F Lte. 15, José Leonardo Ortiz",Asesor - Ana Paredes,2,1,2025-03-17 08:17:00,2025-03-17 11:17:00,Aprobado,,2025-03-19,2025-03-19,Instalado
ORD-011403,1,Pedro Garcia Vargas,55455994,74,914000902,Lambayeque,Chiclayo,Pimentel,"Jr. Huamachuco Nro. 1359, Pimentel",Asesor - Carlos Ruiz,1,1,2025-03-17 15:49:00,2025-03-17 16:49:00,Aprobado,,2025-03-19,2025-03-19,Instalado
ORD-011404,1,Jorge Rodriguez Flores,52783742,70,987101830,Lambayeque,Chiclayo,Santa Rosa,"A.H. Cruz del Médano Mz. K Lte. 6, Santa Rosa",Asesor - Maria Mendoza,1,0,2025-03-17 18:34:00,2025-03-17 22:34:00,Aprobado,,2025-03-19,2025-03-19,Instalado
ORD-011405,1,Manuel Gomez Flores,37843079,59,998902951,Lambayeque,Lambayeque,Mochumí,"A.H. Primero de Mayo Mz. H Lte. 4, Mochumí",Asesor - Luis Delgado,3,1,2025-03-17 09:45:00,2025-03-17 11:45:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-011406,1,Diego Lopez Rojas,68217803,39,912859255,Lambayeque,Lambayeque,Olmos,"Pje. Arequipa Nro. 1519, Olmos",Asesor - Luis Delgado,1,1,2025-03-17 18:13:00,2025-03-17 22:13:00,Aprobado,,2025-03-19,2025-03-19,Instalado
ORD-011407,1,Carmen Garcia Lopez,30819262,52,939441968,Lambayeque,Chiclayo,Eten,"A.H. San Antonio Mz. E Lte. 22, Eten",Asesor - Carlos Ruiz,1,0,2025-03-17 10:26:00,2025-03-17 14:26:00,Aprobado,,2025-03-19,2025-03-19,Instalado
ORD-011408,1,Christian Diaz Martinez,74533200,75,937339467,Lambayeque,Ferreñafe,Pitipo,"Ca. Pedro Cieza Nro. 791, Pitipo",Asesor - Luis Delgado,1,1,2025-03-17 11:59:00,2025-03-17 12:59:00,Aprobado,,2025-03-19,2025-03-19,Instalado
ORD-011409,1,Sofia Flores Gomez,53756174,61,930122852,Lambayeque,Chiclayo,Pomalca,"Ca. Pedro Cieza Nro. 646, Pomalca",Asesor - Maria Mendoza,1,1,2025-03-17 15:07:00,2025-03-17 18:07:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-011410,1,Javier Gomez Vasquez,41739621,59,937145897,Lambayeque,Chiclayo,Pimentel,"Av. Sican Nro. 829, Pimentel",Asesor - Ana Paredes,1,0,2025-03-18 16:41:00,2025-03-18 17:41:00,Aprobado,,2025-03-20,2025-03-20,Instalado
